Normal 1;Normal2;Impersonation;Replay 1;Replay 2
29;42;34;28;38
29;42;34;28;38
29;42;35;29;38
28;43;34;28;38
28;43;33;29;38
28;42;34;29;38
28;42;33;29;38
28;42;33;28;37
29;42;34;28;38
28;42;34;29;38
28;42;35;29;38
28;42;34;29;38
28;42;36;29;38
29;42;34;28;38
28;42;33;29;38
28;42;32;28;38
28;42;32;29;38
28;42;32;28;38
29;43;32;28;38
28;42;34;29;38
28;42;31;29;38
28;42;32;28;38
29;42;33;29;38
29;42;34;28;38
28;42;33;29;38
28;43;32;29;38
29;42;32;29;38
29;42;33;29;38
29;42;32;29;38
29;42;32;28;38
29;42;31;28;38
28;42;31;28;39
28;42;33;29;38
29;42;32;28;38
28;42;31;29;38
28;43;32;29;38
28;42;33;28;38
29;43;33;28;38
28;42;32;28;38
29;42;31;29;38
29;43;32;28;38
28;42;31;29;38
29;42;33;29;38
28;42;34;28;38
29;42;32;29;38
28;42;32;29;38
29;43;32;29;38
28;42;33;29;38
29;42;32;29;38
29;43;35;29;38
28;42;34;29;38
29;42;32;29;38
28;42;35;28;38
29;42;35;29;38
28;42;33;28;38
28;42;32;28;39
28;42;36;29;38
28;42;35;28;38
29;42;33;29;38
29;42;34;28;38
29;42;34;29;38
29;42;35;29;38
29;42;35;29;38
28;43;36;29;38
28;42;33;29;38
28;42;35;28;38
29;42;33;29;38
29;42;33;28;38
28;42;32;28;38
28;42;35;28;38
29;42;33;29;38
28;42;33;29;38
29;42;33;29;38
29;43;35;29;38
28;42;34;29;38
29;42;32;29;38
28;42;32;29;38
28;42;35;28;38
28;43;34;29;38
28;42;33;29;38
28;42;34;29;38
28;43;33;29;38
28;42;34;29;38
29;42;34;29;39
28;42;34;29;38
29;42;35;29;38
28;42;36;28;38
28;43;36;29;38
28;42;36;29;38
28;42;35;29;38
28;42;37;29;38
29;42;34;28;38
29;42;34;29;38
28;42;34;29;38
28;42;36;29;38
28;42;33;29;38
29;42;36;29;38
29;42;33;29;38
28;42;34;29;38
29;42;32;28;38
28;42;35;29;38
28;42;34;29;38
28;42;34;29;38
29;42;33;29;38
29;42;33;29;37
29;42;32;28;38
29;42;33;29;38
28;42;34;29;38
29;42;32;29;38
28;42;33;29;38
28;42;32;29;38
28;42;33;29;38
28;42;34;29;38
29;42;33;29;38
28;42;33;29;38
29;42;33;29;38
28;42;32;29;38
28;42;34;28;38
28;42;34;29;38
29;42;34;29;38
29;42;32;29;38
28;42;33;29;38
29;42;35;29;38
29;42;34;29;38
28;42;33;29;38
28;42;36;29;38
28;42;34;29;38
28;42;33;28;38
28;42;33;29;37
29;42;34;29;37
29;42;33;29;38
29;42;35;28;38
28;42;32;29;38
28;42;32;29;38
28;42;31;29;38
29;42;34;29;38
29;42;32;28;38
28;42;32;28;38
29;42;31;29;38
28;42;33;29;38
28;42;32;29;38
29;42;34;29;38
28;42;31;29;38
29;42;35;29;39
28;42;32;29;38
28;42;31;29;38
28;42;33;29;38
28;42;33;28;38
28;42;33;29;38
28;42;31;29;38
28;42;34;28;38
29;42;35;29;38
28;42;35;28;38
28;42;35;28;38
29;42;34;29;38
28;42;36;29;38
28;42;37;29;39
28;42;33;29;38
29;42;36;29;38
28;42;35;29;38
28;42;35;29;38
28;42;34;29;38
29;42;36;28;38
28;42;37;28;38
29;42;37;29;37
28;42;34;29;38
29;42;34;28;38
28;42;34;28;39
29;42;35;29;37
28;42;33;29;38
28;42;33;29;38
28;42;34;29;38
28;42;35;29;38
28;42;34;29;38
28;42;34;29;38
28;42;34;29;38
28;42;33;29;38
28;42;35;29;38
28;42;36;29;38
29;42;33;29;38
28;42;34;29;38
28;42;36;29;38
29;42;36;29;38
28;42;35;29;38
28;42;34;29;38
28;42;34;29;38
28;42;36;29;38
28;42;33;29;38
29;42;33;29;38
29;42;35;29;38
28;42;33;29;38
28;43;32;29;38
29;42;33;29;38
28;42;33;29;38
28;42;32;29;38
28;42;33;29;38
28;42;35;29;38
28;42;33;29;38
29;42;33;29;38
28;42;33;29;38
28;42;33;28;38
29;42;34;29;37
28;42;33;29;38
29;42;34;29;38
29;42;33;29;37
28;42;33;29;38
28;42;32;29;38
28;42;31;29;38
28;42;32;29;38
28;42;34;29;38
29;42;35;29;38
28;42;32;28;38
29;42;34;29;38
29;42;35;29;38
29;42;34;29;38
29;42;32;29;38
28;42;33;29;38
28;42;35;29;39
29;42;34;29;38
29;42;33;29;38
29;42;32;29;38
29;42;33;29;38
28;42;34;29;38
28;42;33;29;38
28;42;34;29;38
28;42;35;29;38
29;42;36;29;38
28;42;33;29;38
28;42;36;29;38
29;42;36;29;38
28;41;33;29;38
28;42;33;29;38
28;42;35;29;38
28;42;36;28;38
28;42;34;29;38
28;42;36;29;38
29;42;34;29;38
28;42;35;29;37
28;42;33;29;38
28;42;33;28;38
28;42;32;29;38
29;42;33;29;38
28;42;34;29;38
28;42;35;29;38
29;42;33;29;38
29;42;32;29;38
29;42;34;29;38
29;42;34;29;38
28;42;35;29;38
29;42;32;29;38
28;42;35;29;38
29;42;36;29;39
28;42;36;29;38
28;42;35;28;38
28;42;37;29;38
28;42;37;29;38
28;42;36;29;39
29;42;35;29;38
29;42;38;29;38
28;42;37;29;38
28;42;37;28;38
29;42;35;29;38
29;42;38;29;38
28;42;35;29;38
28;42;38;29;38
29;42;38;29;38
29;42;36;29;38
29;42;37;29;38
28;42;35;29;38
28;42;38;29;38
28;42;35;29;38
28;42;37;29;38
29;42;36;29;38
28;42;36;29;38
29;42;36;29;38
28;42;37;29;38
29;42;36;29;38
29;42;36;29;38
28;42;34;29;38
29;42;36;29;38
28;42;36;29;38
28;42;36;29;38
29;42;35;29;38
29;42;34;29;38
28;42;34;29;38
28;42;34;29;38
29;42;36;29;38
28;42;36;29;38
29;42;35;29;38
28;42;35;29;38
28;42;35;29;38
28;42;33;29;38
28;42;36;29;38
28;42;33;29;39
28;42;35;29;38
29;42;36;29;38
29;42;36;29;39
28;42;35;29;38
29;42;36;29;38
28;42;34;29;38
28;42;36;29;38
28;42;35;29;38
29;41;36;28;38
29;42;35;28;38
29;42;34;29;38
29;42;36;29;38
28;42;37;29;39
28;42;37;29;38
29;42;34;29;38
28;42;37;28;38
28;41;37;29;38
29;42;37;28;38
29;42;38;28;38
29;42;35;28;38
29;42;37;28;38
28;42;35;28;38
28;42;37;28;38
28;42;36;28;38
29;42;34;29;38
29;42;35;29;38
28;42;36;29;38
28;42;37;29;38
28;42;37;29;38
28;42;34;29;38
29;42;36;29;38
28;42;36;29;38
28;42;36;29;38
29;42;35;29;38
28;42;37;29;37
29;42;38;29;38
28;41;36;29;38
29;42;35;28;38
28;41;37;29;38
28;42;37;29;38
28;41;37;29;38
28;42;37;29;38
28;42;36;29;38
28;42;34;29;38
29;42;37;29;37
28;42;37;29;38
28;42;35;29;38
29;42;36;29;38
28;42;35;29;38
28;42;35;29;37
28;42;36;29;38
28;42;37;29;38
28;42;35;29;37
28;41;35;29;38
28;42;36;29;38
29;42;36;29;38
28;42;34;29;38
29;42;37;29;37
28;42;37;29;38
28;42;35;29;38
29;42;35;29;38
29;42;35;29;38
28;42;33;29;38
28;42;34;29;38
28;42;32;29;38
28;42;34;29;38
28;42;33;29;38
28;42;33;29;38
28;42;32;29;38
28;42;31;29;38
28;42;33;29;37
29;42;33;29;38
28;42;31;29;38
28;42;33;29;37
28;41;33;29;38
29;42;33;29;38
28;42;32;29;38
29;42;33;29;38
28;42;32;29;37
28;42;32;29;38
28;42;34;29;38
29;41;32;29;37
29;42;32;29;38
29;42;32;29;38
29;42;34;29;38
29;42;31;29;38
29;42;34;29;38
29;42;35;29;38
29;42;33;29;38
29;42;34;29;38
29;42;34;28;38
29;42;33;29;38
28;42;35;29;38
28;42;35;29;38
28;42;35;29;38
28;42;35;29;38
29;42;34;29;38
29;42;33;29;38
28;42;36;29;37
29;42;33;29;38
28;42;35;29;38
29;42;34;29;38
29;42;35;29;38
29;42;35;29;38
29;42;36;29;37
28;41;36;29;38
28;42;35;29;38
29;41;36;29;38
29;42;35;29;38
29;42;35;29;38
28;42;35;29;39
29;42;36;29;38
28;42;35;29;38
29;42;36;29;38
28;42;34;29;38
28;42;36;29;38
28;42;33;29;38
28;42;34;29;38
29;42;35;29;38
28;42;34;29;38
28;42;34;29;38
28;42;33;29;38
28;42;34;29;38
29;42;32;29;37
28;42;34;29;37
29;42;33;29;38
29;42;35;29;38
28;41;32;29;38
28;42;36;29;37
28;42;36;29;38
29;42;33;29;38
28;42;34;29;38
29;42;33;29;38
29;42;33;29;38
29;42;32;29;38
29;42;32;29;38
29;42;32;29;38
28;42;32;29;38
28;42;32;29;38
29;42;33;29;38
29;42;33;29;37
29;42;32;29;38
28;42;32;29;38
29;42;32;29;38
28;42;34;29;38
29;42;32;29;38
28;42;32;29;38
28;41;34;29;38
28;41;32;29;38
28;42;34;29;38
28;42;32;29;38
29;42;35;29;38
28;41;32;29;38
28;42;34;29;37
28;42;34;29;37
28;42;36;28;37
28;42;33;29;38
28;42;36;29;38
29;42;37;29;37
29;42;33;29;38
28;42;34;29;38
29;42;36;29;37
28;42;34;29;38
29;42;34;29;37
28;42;35;29;38
28;42;33;29;38
28;42;35;29;38
29;42;36;29;38
29;42;35;29;38
29;42;35;29;37
28;42;35;29;37
28;41;36;29;38
28;41;33;29;38
28;42;33;29;37
29;42;34;29;38
28;42;35;29;38
28;41;35;29;38
28;42;34;29;38
28;42;36;29;38
29;41;35;29;38
29;42;37;29;39
28;41;37;29;38
28;42;34;29;38
28;42;34;29;38
28;42;34;30;38
29;41;33;29;38
28;42;33;29;38
29;42;34;29;38
28;42;33;29;38
28;41;32;29;38
29;41;35;29;38
28;41;33;29;38
28;42;35;29;38
28;42;33;29;38
28;42;35;29;38
28;42;35;29;38
29;41;35;29;38
28;41;33;29;37
28;42;36;29;38
29;42;35;29;38
28;42;36;29;38
29;42;36;29;38
28;42;37;29;38
29;42;36;29;38
28;42;34;29;38
29;42;35;29;37
29;42;34;29;38
28;42;36;29;38
28;42;33;29;38
28;42;36;29;38
29;41;34;29;38
28;42;33;29;38
28;41;34;29;37
29;42;35;29;38
28;42;36;29;38
28;42;36;29;38
29;41;33;29;38
29;41;34;29;38
29;42;33;29;38
28;42;34;29;38
29;42;35;29;38
28;42;34;29;38
28;42;34;29;38
28;42;33;29;38
29;42;33;29;38
28;41;35;29;38
29;42;32;29;38
29;41;35;29;38
28;41;35;29;38
28;41;33;29;38
28;41;32;29;38
28;42;33;29;38
29;42;34;29;38
29;42;35;29;38
29;42;32;29;38
28;41;33;29;38
29;41;33;29;38
28;42;32;29;38
28;42;31;29;38
28;42;34;29;37
29;42;33;29;38
28;41;32;29;38
29;42;32;29;38
28;41;34;29;38
29;41;35;29;38
28;42;32;29;38
28;41;34;29;38
29;41;36;29;38
29;41;33;29;38
28;42;35;29;38
29;42;33;29;38
28;42;36;29;38
29;41;34;29;38
28;42;33;29;38
29;41;33;29;38
28;42;35;29;38
29;42;34;29;38
28;42;35;29;38
29;42;33;29;38
29;41;34;29;38
28;42;35;29;38
29;41;35;29;38
29;42;35;29;38
29;42;34;29;38
28;41;33;29;38
29;41;36;29;37
28;41;34;29;38
28;42;35;29;38
29;42;36;29;38
28;42;37;29;38
29;42;37;29;38
28;41;36;29;38
28;42;36;29;38
29;42;34;29;38
29;42;34;29;38
28;42;34;29;38
28;41;36;29;38
29;42;34;29;38
28;41;36;29;38
29;42;36;29;38
29;42;37;29;38
28;42;34;29;38
28;42;34;29;38
29;41;36;29;38
28;42;34;29;38
28;42;34;29;38
29;42;33;29;38
29;42;34;29;38
28;41;35;29;39
29;41;33;29;38
28;41;35;29;38
28;41;34;29;38
28;41;35;29;38
29;41;35;29;39
28;42;36;29;38
29;41;35;29;38
29;41;35;29;39
28;41;35;29;38
28;41;34;29;38
28;41;35;29;38
29;41;36;29;38
29;41;35;29;38
29;41;34;29;38
29;41;34;29;38
29;41;35;29;38
28;41;35;29;38
29;41;35;29;38
29;41;35;29;38
29;41;36;29;38
28;41;33;29;38
28;42;35;29;38
28;42;36;29;38
29;41;36;29;38
29;41;36;29;38
28;41;34;29;38
28;41;37;29;38
28;41;37;29;38
29;41;36;29;39
28;41;34;29;38
29;41;34;29;38
28;41;34;29;38
29;42;33;29;38
28;41;32;29;38
29;41;35;29;38
29;41;33;29;38
28;42;35;29;38
29;41;34;29;38
29;41;36;29;38
29;42;35;29;38
28;42;35;29;37
28;41;33;29;38
29;41;33;29;38
28;42;32;29;38
29;42;33;29;38
29;42;31;29;38
29;42;32;29;38
28;41;33;29;38
28;41;32;29;38
28;41;31;29;38
29;41;31;29;38
29;41;33;29;38
29;42;33;29;38
28;41;34;29;38
29;41;33;29;39
29;41;34;29;38
28;41;35;29;38
29;42;33;29;38
28;41;34;29;38
28;41;36;29;38
28;41;33;29;37
29;41;34;29;38
28;41;34;29;37
28;41;34;29;38
28;41;35;29;38
28;41;35;29;38
28;41;34;29;38
28;41;35;29;38
29;41;34;29;38
29;41;36;29;38
28;41;35;29;38
28;41;36;29;38
28;41;36;29;38
28;41;37;29;38
28;41;37;29;38
28;41;35;29;38
28;41;37;29;38
28;41;36;29;38
28;41;36;29;37
28;41;36;29;38
29;41;36;29;38
28;41;36;30;37
28;41;37;29;38
28;41;35;29;38
29;41;34;29;38
28;41;34;29;38
29;41;34;29;38
29;41;33;29;38
28;42;34;29;37
29;41;35;29;38
29;41;35;29;38
29;42;35;29;37
28;41;37;29;38
28;41;35;29;38
29;41;36;29;39
28;42;34;29;38
29;41;36;29;38
29;41;37;29;38
28;41;35;29;38
28;41;37;29;38
29;41;37;29;38
29;41;38;29;38
28;41;37;29;38
28;41;39;29;38
29;42;38;29;38
29;41;36;29;38
29;41;36;29;38
29;41;35;29;38
28;41;34;29;38
28;41;34;29;38
29;42;34;29;38
29;41;33;29;38
29;41;33;29;38
28;41;33;29;38
28;41;32;29;38
28;41;32;29;39
29;42;31;29;38
28;41;34;29;38
29;42;33;29;38
28;41;31;29;38
29;41;32;29;38
29;42;35;29;38
29;41;33;29;38
29;41;31;30;38
28;41;35;29;38
28;41;35;29;38
28;41;34;29;38
29;41;35;29;38
29;41;36;29;38
29;41;34;29;38
28;42;36;29;38
29;41;37;29;38
29;41;37;29;38
28;41;37;29;38
29;42;35;29;38
28;41;36;29;38
28;41;34;29;38
28;41;37;30;38
29;41;36;29;39
28;41;34;29;38
28;41;36;29;38
29;41;34;29;38
29;41;36;29;38
29;41;36;29;38
28;41;37;29;38
28;41;36;29;38
29;41;38;29;38
29;42;37;29;38
29;41;36;29;38
28;41;37;29;38
28;42;35;29;38
29;41;37;29;38
29;41;35;29;38
29;41;36;29;38
29;41;35;29;38
28;41;35;29;38
28;41;36;29;38
28;41;37;29;38
28;41;36;29;38
29;41;36;29;38
28;41;34;29;38
28;42;37;29;38
28;41;35;29;38
29;41;34;29;38
28;41;35;29;38
28;41;35;29;38
29;41;33;29;38
28;41;35;29;37
28;41;35;29;38
29;41;34;29;38
29;41;34;29;38
28;42;36;30;38
28;42;35;29;38
29;41;37;29;38
29;41;36;29;38
29;41;38;29;38
28;41;37;29;38
28;41;38;29;38
29;41;39;29;38
28;41;39;29;38
29;41;36;29;38
29;41;37;29;38
29;41;36;29;38
29;41;37;29;38
29;41;38;29;38
28;41;37;29;38
28;41;37;29;38
28;41;35;29;38
29;41;37;29;38
29;41;37;29;38
29;41;37;29;38
28;41;37;29;38
29;41;37;29;38
29;42;35;29;38
29;41;36;29;38
28;41;37;29;38
28;41;34;29;38
28;41;37;29;38
29;41;36;29;38
29;41;36;30;38
28;41;34;29;38
29;41;35;29;38
29;41;34;29;38
28;41;34;29;38
29;41;33;29;38
28;41;34;29;38
28;41;33;29;38
29;41;34;29;38
29;41;34;29;38
28;41;32;30;38
29;41;34;29;38
28;41;36;29;39
29;41;34;30;38
28;41;36;29;38
28;41;37;29;38
29;41;37;29;38
28;41;35;29;38
29;41;37;29;38
29;41;36;29;38
29;41;38;29;38
28;41;36;29;38
28;41;38;30;39
29;41;38;29;39
29;41;39;29;38
28;41;36;29;38
29;41;37;29;38
29;41;36;29;38
29;41;35;29;38
29;41;35;29;38
28;41;36;29;38
28;41;34;29;38
28;41;34;29;38
28;41;36;29;38
29;41;35;29;38
28;41;33;29;38
29;41;33;29;38
29;41;35;29;38
29;41;33;29;38
29;41;33;29;38
28;41;32;29;38
28;41;33;29;38
28;41;35;29;38
29;41;32;29;38
29;41;34;29;39
29;41;33;29;38
28;41;34;29;38
28;41;32;29;38
28;41;35;29;38
28;41;35;29;38
29;41;34;29;38
28;41;36;29;38
29;41;36;29;38
29;41;34;29;38
29;41;34;29;38
28;41;37;29;38
28;41;36;29;38
28;41;34;29;38
29;41;34;29;38
29;41;36;29;38
29;41;36;29;38
28;41;36;30;38
28;41;37;29;38
29;41;36;29;38
29;41;36;29;38
28;41;38;29;38
28;41;35;29;38
28;41;37;29;38
29;41;35;30;38
29;41;36;29;38
28;41;35;29;38
29;41;35;29;38
28;41;36;29;37
29;41;33;29;38
29;41;36;29;38
28;41;36;29;38
29;41;36;29;38
29;41;37;29;38
29;41;35;30;38
28;41;35;29;38
28;41;34;29;38
29;41;34;30;38
28;41;35;29;38
29;41;33;29;38
28;41;34;29;38
28;41;32;29;38
28;41;34;29;38
29;41;34;30;38
29;41;32;29;38
29;41;34;29;38
28;41;35;29;38
28;41;33;30;38
28;41;32;29;38
28;41;32;29;38
29;42;32;29;38
28;41;33;29;38
28;41;34;29;38
28;41;31;29;38
28;41;32;29;38
29;41;34;29;39
29;41;33;29;38
28;41;32;29;38
29;41;34;29;38
28;41;33;29;38
28;41;34;29;38
29;41;33;29;38
28;41;33;29;38
28;41;34;29;38
28;41;34;29;38
29;41;35;29;38
28;41;36;30;38
28;41;34;29;38
28;41;33;29;38
29;41;33;29;38
29;41;35;29;38
29;41;33;29;38
29;41;34;29;38
28;41;34;29;38
28;41;35;29;38
28;41;34;29;38
29;41;35;29;38
28;41;34;29;38
28;41;33;29;38
28;41;35;29;38
29;41;34;29;38
29;41;32;29;38
29;41;33;29;37
28;41;33;29;38
28;41;33;30;38
28;41;34;29;38
29;41;35;29;38
28;41;33;29;38
28;41;35;29;38
28;41;33;29;38
28;41;35;29;38
28;41;34;29;38
28;41;36;30;38
29;41;34;30;38
28;41;35;29;38
29;41;33;29;38
28;41;35;29;38
28;41;34;29;38
28;41;35;30;38
29;41;35;29;38
28;41;34;29;38
28;41;36;29;38
29;40;34;29;38
29;41;35;29;38
28;41;33;30;38
28;41;36;29;38
28;41;35;30;38
29;40;35;29;38
28;41;37;30;38
28;41;36;29;38
29;41;37;30;38
29;41;38;29;38
29;40;36;30;38
29;41;36;29;38
28;40;36;29;38
29;41;36;30;38
29;40;37;29;38
29;40;38;29;38
28;41;36;29;38
29;41;36;29;38
29;41;35;29;38
29;41;36;29;38
28;42;34;29;38
29;40;34;29;38
28;41;36;29;38
28;41;33;29;38
29;40;34;29;38
29;41;35;29;38
28;41;33;29;38
29;41;33;29;38
29;41;32;29;38
29;41;32;29;38
28;41;32;29;38
28;40;34;30;38
29;40;33;29;38
28;41;34;29;38
28;41;33;29;37
29;41;35;29;38
29;41;33;29;38
29;41;32;29;38
28;40;32;29;38
29;41;35;29;38
28;41;34;29;38
29;41;33;29;38
28;41;34;30;38
29;40;32;29;38
28;41;33;29;38
28;41;32;29;38
29;41;31;29;38
29;41;32;29;38
28;41;33;29;38
29;41;34;29;38
29;41;34;29;38
28;41;34;29;38
29;41;33;29;38
28;41;34;29;37
28;41;33;29;38
29;41;33;30;38
29;41;33;29;38
29;41;32;29;38
28;41;33;29;38
28;40;32;29;38
28;41;34;30;38
29;41;34;29;38
28;41;32;29;38
29;41;32;29;38
28;41;33;29;38
28;41;34;30;38
28;41;32;30;37
29;41;34;29;38
28;41;35;29;38
29;41;36;29;38
29;41;33;29;38
28;41;35;29;38
29;41;36;29;38
29;41;35;29;38
29;41;37;30;38
28;41;36;29;38
28;40;36;29;38
28;41;35;29;38
29;41;38;29;38
28;41;35;29;38
28;41;36;29;38
29;41;37;29;38
29;41;38;29;38
29;40;38;29;38
29;41;38;29;38
29;41;35;29;38
28;41;38;29;38
28;41;37;29;38
29;41;37;29;38
28;41;38;29;38
29;41;38;29;38
29;41;39;30;38
28;41;38;29;37
29;41;36;30;38
29;40;37;29;38
28;41;36;29;38
29;41;37;29;37
28;41;37;29;38
29;41;36;29;38
29;41;37;29;38
29;41;36;29;38
28;41;34;29;37
28;41;36;30;38
28;41;35;29;38
28;40;33;29;38
29;41;33;29;38
28;41;36;29;38
28;40;33;29;38
29;40;32;29;37
29;41;35;29;39
28;41;34;29;37
29;40;34;30;37
29;41;33;29;38
29;40;34;29;37
29;40;35;29;38
28;41;35;29;38
29;41;33;29;38
28;41;34;30;37
29;41;34;29;37
29;41;35;29;38
28;41;32;29;38
28;41;32;30;38
29;41;34;29;38
28;41;34;29;38
28;41;34;29;38
29;41;34;30;38
29;40;33;30;38
29;41;32;30;38
28;40;35;29;38
29;41;35;29;38
29;41;33;29;38
28;40;32;30;38
29;41;33;30;37
29;41;34;29;38
28;41;35;29;38
29;40;33;29;38
28;41;33;30;38
29;40;34;29;38
28;40;35;29;38
29;41;34;29;37
28;41;35;29;38
28;41;34;29;37
29;40;35;30;38
28;41;33;29;38
28;41;32;29;38
28;41;33;29;38
28;40;34;29;38
28;41;34;29;38
28;41;35;29;38
28;40;33;29;38
29;40;34;30;38
28;41;35;30;38
28;41;36;30;38
29;41;35;29;38
28;40;33;29;38
29;40;35;30;38
28;41;35;30;38
29;41;36;29;39
29;41;33;29;38
28;41;33;30;38
29;40;34;29;38
28;41;34;30;38
28;40;34;30;38
29;41;35;30;38
28;40;33;30;38
28;40;33;29;38
29;41;33;29;37
29;40;33;29;38
28;40;33;30;37
29;41;32;29;38
28;40;33;29;38
29;41;31;30;38
28;41;31;29;37
29;41;32;29;38
28;41;34;29;39
29;41;31;29;38
28;41;33;29;38
28;41;33;29;38
29;40;34;29;38
28;41;32;29;38
28;41;34;29;37
28;41;33;29;38
29;41;33;29;38
29;40;33;29;38
29;40;35;29;38
28;41;36;29;38
28;41;33;30;38
28;41;34;29;38
29;41;36;29;38
28;41;34;29;38
28;41;34;29;38
29;41;34;29;38
28;40;34;29;38
28;41;34;29;38
28;41;33;29;38
28;41;36;29;38
28;41;33;29;38
29;40;33;29;38
28;40;32;29;38
29;40;33;29;37
28;41;32;29;38
28;40;34;29;37
29;40;34;29;38
28;41;35;29;38
29;40;34;29;38
29;40;33;29;37
28;41;36;29;37
28;40;36;29;38
29;41;33;29;38
28;40;33;29;38
28;41;35;29;38
28;40;33;29;38
28;41;32;29;38
28;40;34;29;38
28;40;34;29;38
29;41;34;29;38
28;41;32;29;38
29;41;35;30;38
28;41;35;29;38
29;41;36;29;38
29;41;34;30;38
28;41;36;30;38
29;41;34;30;38
28;40;35;29;38
29;41;34;30;38
28;40;36;30;38
29;40;34;29;39
28;41;34;30;38
28;41;33;30;38
29;41;35;29;38
28;41;35;30;38
28;41;35;30;39
28;40;36;29;38
28;41;34;30;38
28;40;35;29;38
29;40;37;30;38
28;41;36;29;38
28;40;34;30;38
28;40;34;30;38
28;40;33;30;39
28;41;34;30;38
28;41;36;29;38
28;40;34;29;38
29;41;35;30;38
28;41;36;29;38
29;40;35;30;38
29;40;34;29;38
29;40;34;29;38
28;41;33;29;37
29;40;32;29;38
29;41;32;30;38
28;40;34;30;38
28;40;33;30;38
29;40;34;30;38
28;41;34;29;38
28;41;32;29;39
29;41;35;29;38
29;40;33;29;38
28;40;35;29;38
28;40;34;30;38
29;41;35;29;38
28;40;36;30;38
28;41;37;30;38
29;40;35;30;38
29;41;34;29;38
28;40;35;29;38
29;40;34;30;38
29;40;33;30;38
28;40;32;30;38
28;40;33;29;38
28;40;33;29;38
28;40;33;30;38
28;40;33;29;37
28;41;32;30;38
28;41;33;30;38
29;40;34;29;38
28;40;35;30;38
29;41;32;30;38
29;40;34;29;38
28;40;36;29;38
29;41;34;30;38
28;40;36;30;39
28;40;34;29;38
28;40;34;30;38
28;41;36;30;38
28;40;36;29;38
28;40;35;29;38
28;40;34;30;38
29;40;35;29;38
28;40;35;29;38
28;41;33;30;38
28;40;33;29;38
28;40;32;30;38
28;41;35;30;38
28;41;32;29;38
28;40;31;30;38
28;40;35;30;38
28;40;33;30;38
28;40;33;29;38
28;40;33;29;38
28;40;32;29;38
28;40;31;30;38
28;40;31;30;38
28;40;32;29;38
28;40;32;29;38
29;40;33;30;38
28;40;32;29;38
28;41;31;29;38
28;40;31;29;38
28;40;33;29;38
28;40;33;30;38
28;40;32;29;38
28;41;31;29;38
29;40;31;29;38
28;40;33;29;38
29;40;32;30;38
28;40;31;29;38
28;41;32;29;38
28;40;34;30;38
28;40;34;29;38
28;40;33;30;38
28;41;35;29;38
28;41;33;29;38
28;41;35;30;38
28;40;33;29;38
28;41;35;29;38
29;41;34;29;38
28;40;34;29;38
28;40;34;30;38
28;40;34;30;38
28;40;35;30;38
28;41;36;29;37
28;40;34;29;38
28;40;33;30;37
28;40;36;29;38
28;40;36;30;38
28;40;36;30;38
29;40;36;30;38
28;40;34;30;38
28;40;36;29;38
28;40;35;29;38
28;40;37;29;38
28;40;33;30;38
29;40;34;30;38
28;40;37;29;38
28;40;35;29;38
28;40;35;30;38
28;40;33;30;38
28;40;33;29;38
28;40;34;30;38
28;40;34;30;38
28;40;33;29;38
28;40;34;30;37
28;40;33;29;38
28;40;35;29;38
28;41;35;29;38
29;40;35;30;38
28;40;35;30;37
28;40;33;29;38
28;40;36;30;37
28;40;34;30;38
28;40;33;30;38
28;40;34;30;38
28;40;35;30;38
28;40;36;29;38
28;40;36;30;38
28;40;34;30;38
28;41;35;29;38
28;40;35;30;38
28;40;34;29;38
28;40;34;29;38
28;40;34;30;38
28;40;36;30;38
28;40;34;30;37
28;40;36;30;38
28;40;35;29;38
28;40;37;30;38
28;40;35;30;38
28;40;34;30;38
28;40;34;29;38
28;40;34;30;37
28;40;35;30;38
28;40;34;30;38
29;40;32;29;38
28;40;35;30;38
28;40;33;29;38
28;40;32;29;37
28;40;34;30;37
29;40;35;30;38
28;40;35;30;38
28;40;33;30;38
28;40;33;29;38
28;40;35;30;38
28;41;34;30;37
28;40;32;30;37
29;40;32;29;38
28;40;35;30;38
28;40;33;30;38
28;40;34;29;38
28;40;34;29;38
28;40;33;30;38
28;40;34;30;38
29;41;33;30;38
28;40;34;30;38
28;40;35;30;38
28;40;32;29;38
28;40;34;30;38
28;40;33;30;38
28;40;34;30;37
28;40;34;29;37
28;40;33;29;37
28;40;35;30;38
28;40;35;30;38
28;40;36;30;37
28;40;36;29;38
29;40;37;30;37
28;40;36;30;37
28;40;35;30;37
27;40;34;30;37
28;40;35;29;38
28;40;36;29;37
28;40;34;29;38
28;40;35;29;38
28;40;37;29;38
28;40;37;29;37
28;40;34;29;37
28;40;34;29;38
28;40;35;29;38
28;41;35;29;37
28;40;36;29;38
28;40;33;29;39
28;40;33;29;37
28;40;33;29;38
28;40;34;29;38
28;40;33;30;38
28;40;35;30;38
29;40;35;29;38
28;40;34;30;38
28;40;36;30;38
28;40;34;30;38
28;40;34;30;38
28;41;34;29;38
28;40;35;30;38
28;40;34;30;38
29;40;33;30;38
28;40;33;29;38
29;41;32;29;38
28;40;35;30;38
28;40;33;30;38
28;40;35;30;38
28;40;35;30;38
28;41;33;29;38
28;40;32;29;38
28;40;35;30;38
28;40;32;30;38
28;40;35;29;38
28;40;34;30;38
29;40;36;30;38
28;40;34;30;38
28;40;37;30;38
28;40;34;30;38
28;40;33;30;38
28;41;36;30;37
28;41;36;30;38
28;40;36;30;38
28;40;37;30;38
28;40;37;29;38
28;40;37;29;38
28;40;35;30;38
