Normal 1;Normal2;Impersonation;Replay 1;Replay 2
29;50;36;24;35
29;51;34;24;35
29;51;35;24;35
29;50;36;24;35
29;51;37;24;36
29;51;36;24;35
29;51;36;24;35
29;51;37;24;35
29;51;37;25;35
29;51;34;24;35
29;51;37;24;35
30;50;34;24;36
29;51;36;24;36
29;50;36;24;35
29;51;35;24;35
29;51;34;24;35
29;51;35;24;35
29;50;34;24;35
29;50;33;24;36
29;51;34;24;35
29;51;35;24;35
29;51;36;24;35
29;50;34;24;36
29;50;35;24;35
29;51;34;24;35
29;51;33;24;35
29;50;32;24;35
29;50;32;24;35
29;50;33;24;35
29;50;35;24;35
29;50;33;24;35
29;51;34;24;35
29;51;33;24;35
29;51;33;24;35
29;50;35;24;35
29;51;34;24;35
29;50;32;24;36
29;51;33;24;35
29;51;34;24;35
29;51;32;24;35
29;51;34;24;36
29;51;33;24;35
29;50;33;24;35
29;51;35;24;36
29;50;33;24;35
29;51;34;24;35
29;51;36;24;35
29;51;35;24;35
29;51;35;24;35
29;51;35;24;36
29;51;33;24;35
29;51;35;24;35
29;51;35;24;35
29;51;34;24;35
29;51;33;24;35
29;51;34;24;35
29;51;35;24;36
29;51;35;24;35
29;51;33;24;35
29;51;35;24;34
29;51;36;24;35
29;51;33;24;36
29;51;33;24;35
29;50;33;24;36
29;51;32;24;35
29;51;33;24;35
29;51;35;24;35
29;51;32;24;35
29;51;33;24;35
29;50;32;24;35
29;50;33;24;36
29;51;33;24;36
29;51;35;24;35
29;51;32;24;35
29;51;35;24;35
29;51;32;24;35
29;50;36;24;35
29;51;35;25;35
29;51;33;24;36
29;51;35;24;35
29;51;34;24;36
29;51;32;24;36
29;51;35;24;35
29;50;33;24;36
29;51;34;24;35
29;51;33;24;36
29;51;34;24;35
29;51;33;24;35
29;50;32;24;35
29;51;33;24;35
29;51;34;24;35
29;50;33;24;35
29;51;35;24;35
29;51;34;24;35
29;50;35;24;34
29;50;34;24;35
29;51;33;24;35
29;51;35;24;35
29;51;36;24;35
29;51;36;24;35
29;51;33;24;35
29;50;36;24;35
29;51;33;24;35
29;51;36;25;35
30;51;35;24;35
29;50;33;24;35
28;50;33;24;35
29;51;34;24;35
29;51;33;24;35
29;50;32;24;35
29;50;35;24;35
29;50;32;24;35
29;50;32;24;35
29;50;34;24;34
29;51;32;24;36
29;52;35;24;35
29;50;32;24;35
29;51;32;24;35
29;50;35;24;35
29;51;33;24;35
29;51;32;24;35
29;50;32;24;35
29;50;32;24;35
29;50;33;24;36
29;51;32;25;35
29;51;35;24;35
29;51;33;24;35
29;50;34;24;36
29;51;35;24;35
29;51;36;24;35
29;51;35;24;35
30;51;34;25;35
29;50;36;25;35
29;51;34;24;35
29;50;35;24;35
29;51;35;24;35
29;51;35;24;35
29;51;36;24;35
29;51;33;24;35
29;51;35;24;35
30;51;35;24;35
29;51;36;24;35
29;51;34;24;35
29;51;35;24;35
29;51;35;24;35
29;51;36;25;35
29;51;37;24;36
29;51;36;24;35
29;50;37;24;35
29;51;36;24;36
29;51;35;24;36
29;50;35;24;35
29;51;35;24;35
29;51;36;24;36
29;51;37;24;36
29;50;37;24;35
29;51;35;24;35
29;51;35;24;36
29;51;34;24;35
29;51;35;24;35
29;51;35;24;35
29;51;33;24;35
29;50;35;25;35
29;51;33;24;35
29;51;36;24;35
30;50;33;24;35
29;51;33;25;35
29;51;33;24;36
29;51;35;24;35
29;51;35;24;35
29;50;35;24;35
29;51;33;24;35
29;51;36;24;35
29;51;35;24;35
29;51;35;25;35
29;50;34;24;36
29;51;37;24;35
29;51;34;24;36
29;51;36;24;35
29;50;34;24;35
29;51;35;24;36
29;51;34;24;35
29;50;33;24;35
29;51;36;24;35
29;50;36;24;36
28;51;36;24;35
29;50;35;24;35
30;51;37;24;35
29;51;37;24;35
29;51;34;24;35
29;51;35;24;35
29;51;35;25;36
29;51;36;24;36
29;50;37;25;35
29;51;36;24;35
29;51;34;24;35
29;51;37;24;35
29;51;38;24;35
29;51;36;24;36
29;51;37;24;35
29;51;36;24;35
29;51;36;24;35
29;51;35;24;35
29;51;34;24;36
29;51;35;24;36
29;51;35;24;35
29;51;34;25;36
29;51;36;24;35
29;51;34;24;35
29;52;34;24;35
29;51;35;24;36
29;51;34;25;35
29;51;35;24;36
29;50;34;24;35
29;51;33;24;35
30;51;36;24;35
29;51;35;24;36
29;51;36;24;35
29;51;35;25;35
29;51;34;24;36
29;51;36;24;35
29;51;33;24;35
29;51;33;24;35
29;51;35;24;35
29;51;34;24;36
29;51;36;25;35
29;51;33;24;35
29;50;34;24;35
30;51;34;24;35
29;51;33;24;36
29;51;34;24;35
29;51;34;24;36
29;51;36;25;36
29;51;33;24;35
29;51;33;24;36
29;51;36;24;35
29;51;34;24;35
29;51;34;24;36
29;51;34;24;36
29;51;34;24;36
29;51;33;24;36
29;50;35;25;35
29;51;34;24;35
29;51;34;24;35
29;51;34;24;35
29;51;34;24;35
29;51;35;24;35
29;51;34;24;36
29;51;33;24;35
29;51;32;24;35
29;51;33;24;35
29;51;35;24;35
29;51;34;25;35
29;51;34;24;35
29;51;35;25;36
29;51;33;24;35
29;51;33;24;35
29;51;32;24;35
29;51;32;24;35
29;51;32;24;35
29;51;33;25;35
29;51;32;24;36
29;51;34;24;35
29;51;32;25;36
29;51;33;24;35
29;51;35;25;36
29;51;35;24;35
29;51;33;24;36
29;51;34;24;36
29;51;35;24;35
29;50;36;24;36
29;51;34;24;36
29;51;36;24;36
29;51;36;24;35
29;51;37;24;35
29;51;36;24;35
29;51;36;25;36
29;51;35;24;35
29;51;36;24;36
29;51;36;24;35
29;51;34;24;35
29;51;36;24;35
29;51;36;24;35
29;50;34;24;36
29;51;34;24;36
29;51;36;24;36
29;51;35;24;36
29;51;36;24;36
29;51;33;24;35
29;51;36;24;36
29;51;36;24;35
29;51;36;24;35
29;51;36;24;35
29;51;34;25;35
29;51;35;24;35
29;51;33;24;36
29;51;35;25;36
29;51;34;24;35
29;50;33;24;35
29;51;35;24;35
29;51;36;24;35
29;51;36;24;36
29;51;36;24;35
29;51;37;24;35
29;51;36;24;35
29;51;36;24;35
28;51;34;24;35
29;51;34;24;35
29;51;36;24;35
29;51;35;24;35
29;51;37;24;36
29;51;35;24;35
29;51;37;24;35
29;51;35;24;35
29;51;36;25;35
29;51;35;24;36
29;51;35;24;36
29;51;33;24;35
29;51;34;24;35
29;51;35;24;36
29;51;35;24;35
29;51;35;25;35
29;51;36;24;36
29;51;36;24;36
29;51;34;25;36
29;51;36;24;36
29;51;37;24;36
29;51;36;24;35
29;51;36;24;35
29;51;36;24;36
29;51;37;24;36
29;51;36;24;35
29;51;36;24;35
29;51;36;24;36
29;51;38;24;35
29;51;35;24;35
29;51;37;25;35
29;51;34;25;35
29;51;37;25;35
29;51;36;25;35
29;51;36;24;36
29;51;35;24;35
29;51;38;24;35
29;51;36;24;35
29;51;34;24;35
29;51;34;24;35
29;51;37;25;35
29;51;34;24;35
29;51;33;24;35
29;51;34;24;35
29;51;35;24;35
29;51;35;24;35
29;51;35;25;35
29;51;34;25;35
29;51;34;24;35
29;51;33;24;35
29;51;33;24;35
29;51;35;24;35
29;51;34;24;36
29;51;35;25;35
29;51;34;24;35
29;51;34;24;35
29;51;36;25;35
29;51;34;24;35
29;51;34;24;35
29;51;35;24;36
29;51;36;24;35
29;51;33;24;35
29;51;36;24;35
29;51;35;25;35
29;51;35;24;35
29;51;33;24;36
29;51;36;24;35
29;51;35;24;35
29;51;33;24;36
30;51;33;24;36
29;51;36;24;36
29;51;33;25;36
29;51;33;25;35
29;51;33;24;36
29;51;36;24;35
30;51;33;24;36
29;51;35;24;36
29;51;34;24;36
29;51;34;24;35
29;51;36;24;36
29;51;34;24;35
29;51;35;24;35
29;51;36;24;35
29;51;34;25;36
29;51;34;24;35
29;51;35;24;35
29;51;35;24;36
29;51;33;24;36
29;51;34;24;36
29;51;36;24;35
29;51;34;24;35
29;51;35;24;35
29;51;35;24;35
29;51;34;25;36
29;51;36;24;35
29;51;36;24;36
29;51;34;25;36
29;51;34;24;35
29;51;35;24;35
29;51;33;24;36
29;51;32;25;35
29;51;32;24;36
29;51;34;24;35
29;51;32;24;35
29;51;35;24;35
29;51;33;24;36
29;50;33;24;35
29;51;35;24;35
29;51;34;24;35
29;51;33;25;35
29;51;33;24;35
29;51;34;24;35
29;51;34;24;35
29;51;32;24;35
29;51;33;24;36
29;51;32;24;36
29;51;33;25;36
29;51;31;24;36
29;51;32;24;35
29;51;34;24;35
29;51;31;24;35
29;51;31;24;36
29;51;33;25;35
29;51;32;24;36
29;51;33;24;35
29;51;31;25;36
29;51;32;24;35
30;51;34;24;36
29;51;34;24;35
29;51;35;24;35
29;51;34;24;35
29;51;35;24;35
29;51;36;24;36
29;51;36;25;35
29;51;34;25;35
29;51;36;24;35
29;51;35;24;35
29;51;34;24;36
29;51;35;24;36
30;51;35;24;36
29;51;35;24;36
29;51;35;24;35
29;51;35;24;35
29;51;37;24;36
29;51;34;24;35
29;51;36;24;35
29;51;34;24;35
29;51;36;24;36
29;51;37;24;35
29;51;34;24;35
29;51;36;24;36
29;51;37;24;35
29;51;36;24;35
29;51;36;24;35
29;51;38;24;35
29;51;38;24;35
28;51;38;24;35
29;51;36;24;35
29;51;38;24;36
29;51;38;24;35
29;51;35;24;35
29;51;37;24;35
29;51;38;24;35
29;51;38;24;35
29;51;37;24;35
29;51;35;24;35
29;51;38;24;35
29;51;35;24;36
28;51;36;24;35
29;51;34;24;35
29;51;37;24;36
29;51;35;24;36
29;51;34;24;35
29;51;34;24;35
29;51;33;24;36
29;50;34;24;36
29;51;36;24;36
29;51;33;24;36
29;51;32;24;35
29;51;33;24;36
29;51;32;24;35
29;51;33;24;36
29;51;31;24;36
29;51;34;24;36
28;51;32;24;36
29;51;32;24;36
29;51;32;24;35
29;51;33;24;36
29;51;34;24;35
29;51;32;24;35
28;51;35;24;37
29;51;35;24;36
29;51;35;24;36
29;51;33;24;35
29;51;35;24;36
29;51;34;25;35
30;51;33;25;36
29;51;36;24;36
29;51;36;24;36
29;51;34;24;36
29;51;35;24;36
29;51;37;24;35
29;51;37;24;36
29;51;37;24;36
29;51;35;24;36
29;51;36;24;36
29;51;36;24;36
29;51;36;24;36
29;51;37;24;35
29;51;37;24;36
29;51;34;24;36
29;51;37;24;36
29;51;37;24;35
29;51;34;24;36
29;51;36;24;35
29;51;37;24;36
29;51;34;24;36
29;52;36;24;35
29;51;37;24;36
29;51;34;24;36
29;51;33;24;35
29;51;33;24;35
29;51;33;24;36
29;51;34;24;36
29;51;35;24;36
29;51;35;24;36
29;51;34;24;36
29;51;34;24;35
29;51;33;24;36
29;51;33;24;35
29;51;34;24;35
28;51;33;24;36
29;51;32;24;36
29;51;32;25;36
29;51;34;24;36
29;51;32;24;36
29;50;34;24;36
29;51;31;24;35
28;51;34;24;36
29;51;34;24;36
29;51;35;24;36
30;50;33;24;36
29;51;33;24;36
29;51;36;24;36
29;51;36;24;36
28;51;35;24;37
29;50;35;24;36
29;51;35;24;35
29;51;35;24;36
29;51;35;24;35
29;51;36;24;36
28;51;35;24;36
29;51;35;24;37
29;51;37;24;36
29;51;36;24;36
29;51;34;24;36
29;51;36;24;36
29;51;35;24;36
30;51;34;24;35
28;51;34;24;35
28;51;33;25;36
29;51;34;24;35
29;51;35;24;36
29;51;36;24;36
29;51;36;25;36
29;51;37;24;36
29;51;36;24;36
29;51;35;24;35
29;51;35;24;36
29;51;35;24;36
29;51;36;24;35
29;51;36;24;35
29;51;34;24;36
29;51;33;24;36
29;51;36;24;36
29;51;34;24;36
29;51;34;24;36
29;51;32;24;36
29;51;34;25;36
29;51;35;24;35
29;51;32;24;35
29;51;32;24;35
29;51;33;24;36
29;51;32;24;36
29;51;32;24;36
29;51;32;24;35
29;51;32;24;36
29;51;31;24;36
29;51;34;24;36
29;51;34;24;36
29;51;32;24;35
29;51;32;24;36
29;51;35;24;35
29;51;34;24;36
29;51;34;24;35
29;51;34;24;36
29;51;32;24;36
29;51;35;24;35
29;51;33;24;35
29;51;35;24;35
29;51;33;24;36
29;51;35;24;36
29;51;33;24;35
29;51;33;24;35
29;51;32;24;36
29;51;34;24;36
29;51;33;24;35
30;51;34;24;36
29;51;33;24;36
29;51;35;24;36
29;51;33;24;36
29;51;32;24;36
29;51;32;24;36
29;51;35;24;35
29;51;34;25;36
29;51;33;24;36
29;51;35;24;35
29;51;34;25;36
30;51;35;24;36
29;51;35;24;35
29;51;36;24;36
28;51;34;24;35
29;51;36;24;35
29;51;36;24;36
29;51;36;25;36
29;51;35;24;36
29;51;37;24;35
28;51;36;25;36
29;51;37;24;36
29;51;36;24;36
29;51;34;24;36
29;51;34;25;37
29;51;33;24;36
29;51;35;25;36
29;52;34;25;36
29;51;33;24;36
29;51;35;24;36
29;51;34;24;36
29;51;34;24;36
29;51;34;24;36
29;51;36;24;36
29;51;33;24;36
29;52;34;24;36
29;51;33;24;35
29;51;33;24;35
29;51;33;24;36
30;51;35;24;36
29;51;32;24;36
29;51;33;24;36
29;51;32;24;36
29;52;31;24;36
29;51;32;24;36
30;51;33;24;36
29;51;34;24;36
29;51;34;25;35
29;51;33;25;36
29;51;32;24;35
29;51;35;25;35
29;51;32;25;35
29;51;34;24;36
29;51;35;25;35
29;51;35;25;35
29;51;36;24;36
29;51;37;24;35
29;51;36;25;36
29;51;35;24;36
29;51;37;25;36
29;51;35;24;36
29;51;36;24;36
29;51;34;24;36
29;51;37;24;36
29;51;34;24;35
29;51;37;24;35
29;51;36;24;35
29;51;35;24;35
29;51;37;24;36
29;51;34;25;36
29;51;33;24;36
29;51;33;24;36
29;51;36;24;35
29;51;34;25;35
29;51;34;24;36
29;51;33;24;35
29;51;35;24;35
29;51;35;24;36
29;51;33;25;35
29;51;33;24;35
29;51;34;24;36
29;51;35;24;35
29;51;32;24;35
29;51;35;24;35
29;51;34;25;36
29;51;33;24;35
29;51;35;24;35
29;51;34;25;36
29;51;33;24;36
29;51;33;24;36
29;51;34;25;35
29;51;33;24;36
29;52;32;25;35
29;51;32;24;36
29;51;33;24;36
30;51;34;25;35
29;51;33;24;36
29;51;35;24;36
29;51;32;24;35
29;51;33;24;36
29;51;32;25;35
29;51;33;24;35
29;51;33;24;36
29;51;31;24;36
29;51;34;24;36
29;51;34;24;36
29;51;33;24;35
29;51;32;24;35
29;51;33;24;35
29;51;34;24;36
29;51;34;24;36
29;51;35;24;36
29;51;35;24;36
29;51;33;24;36
29;51;33;24;36
29;51;34;24;36
29;51;36;24;36
29;51;33;24;36
29;51;33;24;36
29;51;33;24;35
28;51;34;24;36
29;51;34;24;36
29;51;34;24;36
29;51;33;24;35
28;51;32;24;36
29;51;33;24;36
28;51;33;24;36
29;51;33;24;36
29;51;34;24;36
29;51;32;24;36
29;51;33;24;36
29;51;32;25;36
29;51;34;24;36
29;51;33;25;36
29;51;32;25;36
29;51;33;24;36
29;51;34;24;36
29;51;34;24;36
29;51;33;25;36
29;51;34;24;37
29;51;35;24;35
29;51;35;24;35
29;51;36;24;36
29;51;36;24;36
29;51;36;24;36
29;51;36;24;35
29;51;36;24;36
29;51;37;24;35
29;52;34;24;35
29;51;34;24;36
29;51;36;24;35
29;51;37;24;36
29;51;36;24;36
29;51;34;24;36
29;51;34;24;36
29;52;34;24;36
30;51;36;24;36
29;51;34;25;36
29;51;34;24;36
29;51;34;24;36
29;52;35;24;36
29;51;35;25;36
29;52;35;24;36
30;52;34;25;36
29;51;37;25;36
29;51;36;24;36
29;51;36;24;36
29;51;35;24;35
29;51;35;24;36
28;51;33;24;37
29;51;35;24;36
29;51;33;24;35
29;52;35;24;36
29;51;35;24;35
28;51;34;24;35
29;51;36;25;35
29;51;34;24;36
29;51;34;24;36
29;51;33;25;36
29;51;33;24;36
28;51;32;24;36
29;51;35;24;35
29;51;35;24;36
29;51;33;24;37
29;51;35;24;36
29;51;34;24;36
29;51;34;24;35
29;51;33;24;36
29;51;35;25;36
29;51;32;24;36
29;51;32;24;35
29;51;35;24;35
29;52;35;24;35
29;51;33;24;36
29;51;34;24;36
29;51;34;24;35
29;51;34;25;36
29;51;34;24;36
29;51;33;24;35
29;51;32;24;36
29;51;34;24;36
29;51;32;24;36
29;51;33;24;35
29;51;33;24;36
29;51;32;24;36
29;51;35;24;36
29;51;33;25;35
29;51;34;24;35
29;51;34;24;36
29;51;35;24;35
29;51;34;24;36
29;51;32;24;36
29;51;32;24;35
29;51;35;25;36
29;51;35;24;36
29;51;32;24;36
29;51;34;25;36
29;51;34;24;36
29;51;34;24;36
29;51;34;24;35
29;52;35;25;36
29;51;33;25;36
29;51;33;24;36
29;51;33;24;36
29;51;32;25;35
29;51;35;25;36
29;51;33;24;36
29;52;33;25;35
29;51;34;24;36
29;51;33;24;36
29;51;34;24;36
29;51;32;24;37
29;51;33;24;36
29;51;34;25;36
29;51;34;24;36
29;51;33;24;36
29;51;34;25;35
29;51;35;25;35
29;51;36;24;36
29;51;35;24;36
29;51;36;24;36
29;51;33;24;36
29;51;33;24;36
29;51;35;24;35
29;52;35;24;36
29;51;32;24;36
29;52;34;24;36
29;51;33;24;36
29;51;33;25;36
29;51;34;24;35
29;51;33;24;36
29;51;35;24;36
29;51;35;24;36
29;51;34;24;36
29;51;35;24;35
29;52;33;24;36
29;51;35;24;36
29;51;36;25;36
29;51;33;24;36
29;51;33;24;36
29;51;33;24;36
29;52;35;25;36
29;51;35;24;36
29;51;33;24;36
29;51;33;24;36
29;51;33;24;36
29;51;36;25;36
29;52;36;24;36
29;52;33;24;36
29;51;34;24;36
29;52;35;24;36
29;52;36;24;36
29;51;36;24;36
29;52;34;25;36
29;51;35;24;35
29;51;35;25;35
29;51;36;25;36
29;51;33;24;35
29;51;33;25;35
29;51;34;24;36
29;51;33;24;36
29;51;34;25;36
29;51;32;25;36
29;51;34;25;36
29;52;35;24;36
29;51;33;25;36
28;51;33;24;36
29;51;32;24;36
29;51;35;24;35
29;51;32;24;36
29;51;32;24;36
29;51;33;24;36
30;51;33;24;36
29;51;34;24;36
29;52;34;24;36
29;51;33;24;35
29;51;34;24;36
29;51;35;24;36
29;51;33;24;37
29;51;32;24;36
29;52;34;24;36
29;51;33;24;36
29;51;33;24;36
29;51;33;25;36
29;51;35;24;36
29;51;34;24;36
29;51;32;25;36
29;51;35;24;36
29;52;33;24;36
29;51;33;24;36
29;51;32;24;36
29;51;34;24;36
29;51;33;24;36
29;51;35;24;36
29;51;34;24;36
29;52;33;24;36
29;51;35;24;36
29;51;35;24;36
29;51;35;24;36
29;51;34;24;36
29;51;33;25;36
29;51;34;25;36
29;51;32;25;37
29;51;33;25;36
29;51;34;24;35
29;51;32;24;36
29;51;34;25;36
29;51;35;25;36
29;51;35;24;36
29;51;32;24;36
29;51;35;24;36
29;51;35;24;36
29;51;35;24;36
29;51;33;24;36
29;51;35;24;36
29;51;33;25;36
29;51;34;24;36
29;51;33;25;36
28;51;33;24;36
29;51;34;24;36
29;51;36;24;36
29;51;34;24;36
29;51;34;24;36
29;52;36;24;36
29;51;35;24;37
29;51;36;24;36
29;52;34;24;35
29;51;37;24;36
29;51;35;24;36
29;51;36;24;36
29;51;37;24;36
29;51;35;24;36
29;51;35;24;36
29;52;34;24;36
29;51;35;25;36
29;51;35;25;36
29;52;35;24;36
29;51;37;24;36
29;52;35;24;36
29;51;36;24;36
29;51;35;25;36
29;51;34;24;36
29;51;33;24;36
29;52;35;24;36
30;51;36;25;35
28;51;33;25;36
29;51;36;25;36
29;51;34;24;36
29;51;36;24;36
29;51;34;24;36
29;51;34;24;36
29;52;34;24;36
29;52;34;24;36
29;51;36;24;36
29;51;33;24;36
29;52;36;24;36
29;51;35;24;36
29;51;34;24;36
29;51;33;24;36
29;51;35;25;36
29;52;35;24;36
29;52;34;24;36
29;51;35;24;36
29;51;35;24;35
29;51;35;24;36
29;51;34;24;36
29;51;36;25;36
29;52;35;24;36
29;51;34;24;36
29;51;34;24;36
29;52;33;24;36
29;51;36;24;36
29;51;36;24;36
29;52;34;25;36
29;51;36;24;37
29;51;34;24;36
29;51;36;24;36
29;51;35;24;36
29;51;35;24;36
29;51;36;25;36
29;51;35;24;36
29;51;34;24;36
29;51;37;24;36
29;51;35;25;36
29;51;34;24;36
29;52;35;24;36
29;51;36;24;36
29;52;33;24;36
29;52;34;25;36
29;51;33;24;36
29;51;35;24;36
29;52;35;24;36
29;51;34;24;36
29;51;34;25;36
29;52;36;24;36
29;52;34;24;36
29;51;33;25;36
29;51;35;24;36
29;51;36;24;36
29;51;35;24;36
29;51;35;24;36
29;51;37;24;36
29;52;35;24;36
29;51;34;25;36
29;51;34;25;36
29;51;34;25;36
29;52;34;24;36
29;51;35;24;36
29;52;34;25;36
29;51;33;24;36
29;51;33;25;36
29;52;32;24;36
29;51;34;24;36
29;51;32;24;36
29;51;32;25;36
29;51;32;24;36
29;52;31;24;36
29;51;31;24;36
29;52;33;24;36
29;51;34;24;35
29;52;32;24;36
29;51;31;25;36
29;51;34;24;35
29;51;31;24;36
29;52;32;24;36
29;51;32;24;36
29;51;34;25;36
29;51;33;24;36
29;51;31;25;36
29;52;31;24;36
29;51;31;24;36
29;51;30;24;36
29;51;31;24;36
29;52;32;24;36
29;52;30;25;36
29;51;31;24;36
29;51;33;24;36
29;52;32;24;36
29;51;31;24;36
29;51;33;24;35
29;51;33;24;36
28;51;32;25;36
29;52;32;24;36
29;51;35;25;36
29;51;34;24;36
29;51;32;25;36
29;51;33;24;36
29;52;32;25;36
28;51;32;24;35
29;52;33;24;36
29;51;32;24;36
29;51;32;24;36
29;51;32;24;36
29;51;33;24;36
29;52;35;24;36
29;52;34;24;36
29;51;33;24;36
29;52;34;24;36
29;52;34;24;36
29;52;33;25;36
29;51;32;24;36
29;51;34;24;36
29;52;32;24;36
29;51;33;24;36
29;51;33;24;35
29;51;33;25;36
29;52;32;24;37
29;52;34;25;36
29;51;33;24;36
29;51;32;24;36
29;52;32;25;36
29;51;32;24;36
29;51;31;25;36
29;51;32;24;36
29;52;34;25;36
29;51;34;25;36
29;51;33;24;36
29;51;32;24;36
29;52;33;24;36
29;51;32;24;36
29;52;33;25;36
29;52;32;24;36
29;51;33;24;36
29;52;33;24;36
29;51;35;24;36
29;51;35;24;36
28;52;33;24;36
29;51;33;24;36
29;51;35;24;36
29;52;36;24;36
30;51;32;24;37
29;51;34;24;36
29;51;35;25;36
29;51;33;24;36
29;52;32;24;36
29;52;33;24;36
29;51;32;25;36
29;52;32;25;36
29;52;32;25;36
29;52;34;24;36
29;51;33;24;36
29;52;33;24;36
29;52;35;24;36
29;51;33;24;36
29;52;33;25;36
29;52;34;24;36
29;51;33;24;36
29;52;33;24;36
29;52;32;25;36
29;51;34;25;36
29;52;34;24;36
29;52;33;25;36
29;51;32;24;36
29;51;33;24;36
29;52;32;24;36
29;51;32;24;36
30;52;33;24;36
29;52;34;24;36
29;52;32;25;36
29;52;32;24;36
29;51;33;24;36
29;52;32;25;36
29;52;34;24;36
29;52;34;24;36
29;51;34;25;36
29;51;35;24;36
29;52;34;24;36
29;52;35;24;36
29;51;33;25;36
29;51;34;24;36
29;52;34;24;36
29;51;35;25;35
29;52;33;24;36
29;51;33;24;36
29;52;36;24;37
29;52;33;24;35
29;51;35;24;36
29;52;33;24;36
29;51;35;24;35
29;52;36;24;36
29;51;34;24;36
29;52;34;24;36
29;51;35;25;36
29;52;33;24;36
29;52;35;24;36
29;51;34;24;36
29;52;34;24;36
29;52;34;24;36
29;52;33;24;36
29;52;34;25;35
29;52;34;24;36
29;52;35;25;36
29;52;32;24;36
29;51;33;24;36
29;51;32;24;36
29;52;32;24;37
29;51;32;24;36
29;51;31;24;36
29;52;31;25;35
29;52;31;24;36
29;51;34;24;36
29;52;33;24;35
29;51;32;25;36
29;52;34;25;36
29;52;35;24;36
29;52;32;24;36
29;51;32;24;36
29;52;32;24;36
29;52;34;24;36
29;52;32;24;36
29;52;32;24;36
29;52;33;24;36
29;52;31;24;36
29;52;33;24;36
29;52;35;24;36
29;52;33;24;36
29;51;32;24;36
29;52;32;24;36
29;52;34;25;36
29;52;34;25;36
29;51;33;24;36
29;51;32;25;36
29;51;35;25;36
29;51;32;24;36
29;52;32;24;36
29;52;34;25;36
29;51;34;24;36
29;52;34;24;36
29;51;34;24;36
29;51;34;24;37
29;52;34;25;36
29;52;35;24;36
29;51;35;24;36
29;51;35;24;35
29;51;36;25;36
29;51;34;24;36
29;51;36;24;36
29;52;35;24;36
29;52;37;24;36
29;51;35;24;36
29;52;37;25;36
29;51;35;24;36
29;51;34;24;36
29;52;36;24;36
29;51;37;25;36
29;52;37;24;36
29;52;36;24;36
29;51;36;25;36
29;52;35;24;36
29;52;34;24;36
29;52;35;24;37
29;51;33;24;36
28;52;34;24;36
29;52;34;24;36
29;52;33;25;36
29;51;36;24;36
29;52;36;24;36
29;51;35;24;36
29;52;37;25;36
29;51;36;25;36
29;52;34;24;37
29;52;34;24;36
29;51;33;25;37
29;51;35;24;36
29;51;33;25;36
29;51;35;24;36
29;52;33;24;37
29;52;34;24;36
29;51;34;24;36
29;51;35;24;36
29;51;32;25;36
29;52;35;24;36
29;52;36;25;36
29;52;34;25;36
29;51;33;24;36
29;51;34;24;37
29;51;33;25;36
29;52;34;24;36
29;51;34;24;36
29;52;34;24;36
29;51;35;24;36
29;51;33;25;36
29;51;34;25;36
29;52;33;24;36
29;52;35;24;36
29;51;33;24;36
29;52;33;24;36
29;51;32;24;36
29;52;33;25;36
29;52;34;24;36
29;51;32;24;36
29;51;32;24;36
29;51;32;24;36
29;52;33;25;36
29;51;34;24;36
29;52;34;24;36
29;52;35;25;36
29;51;32;24;35
29;52;33;24;36
29;52;33;24;36
29;51;32;24;36
29;51;32;24;36
29;51;34;24;37
29;51;32;24;36
29;52;32;25;36
29;51;31;24;36
29;51;32;24;36
29;51;30;24;36
29;51;30;24;36
29;52;33;24;36
29;52;31;25;36
29;51;33;24;36
29;52;31;24;36
29;52;31;24;36
29;51;33;24;36
29;52;34;24;36
29;51;31;24;36
29;52;31;25;36
29;51;34;24;36
28;52;33;24;36
29;52;32;24;36
29;52;34;24;36
28;51;35;24;36
29;51;33;24;36
29;52;34;25;36
29;52;35;24;36
29;52;33;24;36
29;52;34;24;36
29;52;36;24;36
29;52;35;24;36
29;51;33;24;36
29;52;36;24;36
29;52;35;24;36
29;52;35;24;36
29;52;36;25;36
29;52;35;24;36
29;52;37;24;36
29;52;37;24;36
29;51;38;24;36
29;52;38;24;36
29;52;36;24;36
29;52;38;24;36
29;52;36;25;36
29;51;38;24;36
29;51;38;24;36
29;52;36;24;36
29;52;38;24;36
29;52;38;24;36
29;52;35;24;36
29;51;38;24;37
29;52;38;24;36
29;51;37;25;36
29;52;37;24;36
29;52;35;24;36
28;51;38;24;36
29;52;35;24;36
29;51;37;24;36
29;52;36;24;36
29;52;34;24;36
29;51;35;24;36
29;52;36;24;36
29;52;35;24;37
29;52;36;24;36
29;51;35;24;36
29;52;37;24;36
29;52;35;25;36
29;51;36;24;35
29;51;35;24;36
29;52;36;24;36
29;51;36;24;36
29;51;36;24;36
29;52;35;24;36
29;51;35;24;36
29;52;37;24;36
29;52;36;24;36
29;52;35;24;36
29;51;36;24;36
29;52;34;24;36
29;52;36;25;36
29;51;34;24;36
29;51;36;24;36
29;52;33;24;36
29;51;35;25;36
29;51;33;24;36
29;52;33;24;36
29;51;34;24;36
29;52;35;24;36
29;52;33;24;36
29;52;34;24;36
29;51;34;24;36
29;53;33;24;36
29;52;35;24;36
29;51;34;25;37
29;52;35;25;36
29;52;33;24;37
29;52;34;24;37
29;52;33;25;36
29;51;34;24;37
28;52;33;24;36
29;51;35;24;37
29;52;34;24;36
29;52;36;24;36
29;52;34;24;36
29;51;36;25;37
