t1;t2;t3;t4;t5;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
20;19;21;18;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;22;18;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;18;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
20;19;21;18;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;20;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;21;18;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;20;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;20;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;18;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;20;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
21;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;20;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;18;21;19;19;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
20;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;20;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;22;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;18;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
20;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
20;19;22;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;22;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
20;19;22;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;20;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;22;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;22;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
18;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;20;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
18;19;21;20;20;;;;;;;;;;;;;;
19;19;22;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
18;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
18;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
18;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;20;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
19;19;21;19;20;;;;;;;;;;;;;;
