t1;t2;t3;t4;t5;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
39;37;39;20;34;;;;;;;;;;;;;;
38;36;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
39;37;39;21;34;;;;;;;;;;;;;;
37;37;39;21;34;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;36;39;20;33;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;36;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
39;37;40;20;34;;;;;;;;;;;;;;
38;37;40;21;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
39;37;40;21;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;38;39;20;34;;;;;;;;;;;;;;
39;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;21;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
39;37;39;20;34;;;;;;;;;;;;;;
39;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
39;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;21;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
38;37;39;20;34;;;;;;;;;;;;;;
37;37;40;19;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
38;37;40;20;34;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
36;37;40;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
36;37;40;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
36;37;40;20;33;;;;;;;;;;;;;;
37;36;39;20;33;;;;;;;;;;;;;;
37;36;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;37;40;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
37;36;40;19;33;;;;;;;;;;;;;;
37;36;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;37;39;20;33;;;;;;;;;;;;;;
37;37;40;20;34;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
37;37;39;20;33;;;;;;;;;;;;;;
36;36;40;19;33;;;;;;;;;;;;;;
37;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
37;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;39;19;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;19;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
36;36;39;20;33;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;35;40;19;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
35;36;39;19;32;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;36;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
36;35;40;20;33;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
36;35;39;20;33;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
36;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
35;35;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
36;34;40;20;33;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;35;40;20;33;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;21;33;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;33;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
34;34;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;39;20;32;;;;;;;;;;;;;;
35;34;40;20;32;;;;;;;;;;;;;;
35;33;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
35;33;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;34;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
35;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
33;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;32;39;20;31;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
33;33;39;20;31;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
34;32;40;20;32;;;;;;;;;;;;;;
34;33;40;20;32;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
34;32;39;20;31;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
33;32;40;19;31;;;;;;;;;;;;;;
34;32;39;20;31;;;;;;;;;;;;;;
34;33;39;20;32;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
34;32;39;20;31;;;;;;;;;;;;;;
34;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;39;19;31;;;;;;;;;;;;;;
33;32;40;19;31;;;;;;;;;;;;;;
33;32;40;19;31;;;;;;;;;;;;;;
33;32;40;19;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;19;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
34;32;40;20;32;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
33;32;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
32;32;39;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
33;32;39;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
33;31;39;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
33;31;39;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
33;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;39;20;31;;;;;;;;;;;;;;
32;32;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;39;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;39;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;19;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;39;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;39;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
31;31;39;20;30;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;31;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;39;20;30;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
31;31;39;20;30;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;39;20;30;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
32;30;40;20;31;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;39;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;21;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;39;20;30;;;;;;;;;;;;;;
31;29;40;21;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
30;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;39;21;30;;;;;;;;;;;;;;
31;30;40;21;31;;;;;;;;;;;;;;
30;30;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;40;21;31;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;21;31;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;39;20;30;;;;;;;;;;;;;;
31;30;40;20;30;;;;;;;;;;;;;;
31;29;40;21;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;30;40;21;31;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
31;29;39;20;30;;;;;;;;;;;;;;
31;29;40;21;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
31;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
31;29;40;20;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;39;21;30;;;;;;;;;;;;;;
30;29;39;21;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
30;29;39;21;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;20;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;39;20;30;;;;;;;;;;;;;;
29;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;40;21;30;;;;;;;;;;;;;;
30;29;39;21;30;;;;;;;;;;;;;;
